Matricule,Qualité,Nom usuel,Prénom usuel,État Sénateur,Identifiant mandat,Date d'élection,Date de début de mandat,Année de début de mandat,Motif début de mandat,Date de fin de mandat,Année de fin de mandat,Motif fin de mandat,Commentaire
89018S,M.,Barraux,Bernard,ANCIEN,5099,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
000277,M.,Barroux,André,ANCIEN,2015,,1967-03-09 00:00:00.0,,Remplace,1974-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Michel CHAMPLEBOUX, décédé"
000277,M.,Barroux,André,ANCIEN,2016,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Renouvellement,1983-10-02 00:00:00.0,,Ne se représente pas,
05008E,M.,Bas,Philippe,ACTIF,12627,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
05008E,M.,Bas,Philippe,ACTIF,51085,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,,,En Cours,
19741B,M.,Bascher,Jérôme,ACTIF,51526,,2017-11-25 00:00:00.0,,Remplace,,,En Cours,"en remplacement de Mme Nadège Lefebvre, démissionnaire de son mandat"
58613L,M.,Bastie,Pierre,ANCIEN,2019,,1981-07-24 00:00:00.0,,Remplace,1986-07-16 00:00:00.0,,Démissionnaire,"En remplacement de M. Raymond COURRIERE,  nommé membre du Gouvernement"
000032,M.,Bastit-St Martin,Armand,ANCIEN,2021,,1977-10-05 00:00:00.0,,Remplace,1980-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Max MONICHON, décédé"
11036J,Mme,Bataille,Delphine,ANCIEN,12604,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Non réélu,
83013L,M.,Bataille,Jean-Paul,ANCIEN,38,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Non réélu,
83013L,M.,Bataille,Jean-Paul,ANCIEN,40,,1998-02-10 00:00:00.0,,Remplace,1999-10-16 00:00:00.0,1999,Décédé,En remplacement de M. Maurice Schumann décédé
92007P,M.,Baudot,Jacques,ANCIEN,41,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Fin de mandat,
92007P,M.,Baudot,Jacques,ANCIEN,6387,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Renouvellement 1,2007-06-21 00:00:00.0,2007,Décédé,
000400,M.,Baumel,Jacques,ANCIEN,2024,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1967-04-03 00:00:00.0,,Élu député,
59721T,M.,Baumet,Gilbert,ANCIEN,2026,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
59721T,M.,Baumet,Gilbert,ANCIEN,2027,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement,1992-10-14 00:00:00.0,,Démissionnaire,
000663,M.,Bayle,Jean-Pierre,ANCIEN,2029,1983-10-03 00:00:00.0,1983-10-03 00:00:00.0,,Election,1992-10-01 00:00:00.0,,Ne se représente pas,
86010V,M.,Baylet,Jean-Michel,ANCIEN,42,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1988-06-16 00:00:00.0,,Élu député,
86010V,M.,Baylet,Jean-Michel,ANCIEN,44,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
86010V,M.,Baylet,Jean-Michel,ANCIEN,10753,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Non réélu,
000116,M.,Bayrou,Maurice,ANCIEN,2031,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1968-10-01 00:00:00.0,,Fin de mandat,
000116,M.,Bayrou,Maurice,ANCIEN,2032,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement,1977-10-02 00:00:00.0,,Ne se représente pas,
19667J,M.,Bazin,Arnaud,ACTIF,51114,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
79004F,Mme,Beaudeau,Marie-Claude,ANCIEN,45,,1979-06-12 00:00:00.0,,Remplace,1986-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Fernand CHATELAIN, décédé"
79004F,Mme,Beaudeau,Marie-Claude,ANCIEN,46,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
79004F,Mme,Beaudeau,Marie-Claude,ANCIEN,47,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Ne se représente pas,
01013J,Mme,Beaufils,Marie-France,ANCIEN,6384,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
01013J,Mme,Beaufils,Marie-France,ANCIEN,12653,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement 1,2017-10-01 00:00:00.0,,Ne se représente pas,
000731,M.,Beaujannot,Joseph,ANCIEN,5331,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000731,M.,Beaujannot,Joseph,ANCIEN,5332,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1965-10-01 00:00:00.0,,Fin de mandat,
000731,M.,Beaujannot,Joseph,ANCIEN,5333,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement 2,1974-10-01 00:00:00.0,,Non réélu,
04091M,M.,Beaumont,René,ANCIEN,11007,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Ne se représente pas,
000460,M.,Beaupetit,Charles,ANCIEN,2035,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Fin de mandat,
000460,M.,Beaupetit,Charles,ANCIEN,2036,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1986-09-09 00:00:00.0,,Décédé,
58819Y,M.,Becam,Marc,ANCIEN,2038,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1986-04-02 00:00:00.0,,Élu député,
84003N,M.,Bécart,Jean-Luc,ANCIEN,48,,1984-10-03 00:00:00.0,,Remplace,1992-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Raymond DUMONT, démissionnaire"
84003N,M.,Bécart,Jean-Luc,ANCIEN,49,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 1,2001-09-30 00:00:00.0,,Ne se représente pas,
11030C,M.,Béchu,Christophe,ANCIEN,12510,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Ne se représente pas,
95009E,M.,Bécot,Michel,ANCIEN,50,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,2004-09-30 00:00:00.0,,Fin de mandat,
95009E,M.,Bécot,Michel,ANCIEN,10999,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
000054,M.,Beguere,Antoine,ANCIEN,2040,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1960-10-23 00:00:00.0,,Décédé,
98006P,M.,Bel,Jean-Pierre,ANCIEN,5005,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Election,2008-09-30 00:00:00.0,,Fin de mandat,
98006P,M.,Bel,Jean-Pierre,ANCIEN,11480,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
000091,M.,Belabed,Mohamed,ANCIEN,9492,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
80007A,M.,Belcour,Henri,ANCIEN,51,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Election,1989-10-01 00:00:00.0,,Fin de mandat,
80007A,M.,Belcour,Henri,ANCIEN,52,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Renouvellement 1,1998-09-30 00:00:00.0,,Ne se représente pas,
000013,M.,Belhabich,Sliman,ANCIEN,9495,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
20024T,M.,Belin,Bruno,ACTIF,51833,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
59217G,M.,Belin,Gilbert,ANCIEN,2042,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
59217G,M.,Belin,Gilbert,ANCIEN,2044,,1988-07-29 00:00:00.0,,Remplace,1992-10-01 00:00:00.0,,Ne se représente pas,"En remplacement de M. Michel CHARASSE, nommé membre du Gouvernement"
000234,M.,Belkadi,Abdennour,ANCIEN,9498,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
86011W,M.,Bellanger,Jacques,ANCIEN,53,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-09-23 00:00:00.0,,Non réélu,
86011W,M.,Bellanger,Jacques,ANCIEN,55,,1997-11-19 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Ne se représente pas,"En remplacement de M. Michel Rocard, démissionnaire"
20022R,Mme,Bellurot,Nadine,ACTIF,51828,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
89013M,M.,Belot,Claude,ANCIEN,56,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89013M,M.,Belot,Claude,ANCIEN,5055,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Fin de mandat,
89013M,M.,Belot,Claude,ANCIEN,11525,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 2,2014-09-30 00:00:00.0,,Ne se représente pas,
57701F,M.,Beloucif,Amar,ANCIEN,9500,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
19954N,Mme,Belrhiti,Catherine,ACTIF,51750,,2020-07-14 00:00:00.0,,Remplace,,,En Cours,"en remplacement de M. François Grosdidier, démissionnaire de son mandat"
000021,M.,Benacer,Salah,ANCIEN,9502,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1961-11-12 00:00:00.0,1961,Décédé,
000064,M.,Benali,Brahim,ANCIEN,9505,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
000541,M.,Benard,Paul,ANCIEN,2046,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Election,1987-02-02 00:00:00.0,,Décédé,
000321,M.,Benard Mousseaux,Jean,ANCIEN,2048,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Election,1980-10-01 00:00:00.0,,Fin de mandat,
000321,M.,Benard Mousseaux,Jean,ANCIEN,2049,1980-09-28 00:00:00.0,1980-10-02 00:00:00.0,,Renouvellement,1989-10-01 00:00:00.0,,Ne se représente pas,
20110Q,M.,Benarroche,Guy,ACTIF,51937,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
11033F,Mme,Benbassa,Esther,ACTIF,12745,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Fin de mandat,
11033F,Mme,Benbassa,Esther,ACTIF,51172,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Réélection,,,En Cours,
000665,M.,Bencherif,Mouaouia,ANCIEN,9507,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
000047,M.,Bene,Jean,ANCIEN,2054,,1955-06-19 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000047,M.,Bene,Jean,ANCIEN,2055,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1962-10-01 00:00:00.0,,Fin de mandat,
000047,M.,Bene,Jean,ANCIEN,2056,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement,1971-10-01 00:00:00.0,,Ne se représente pas,
59309K,M.,Benedetti,Georges,ANCIEN,2058,,1986-06-24 00:00:00.0,,Remplace,1988-06-24 00:00:00.0,,Élu député,"En remplacement de M. Edgar TAILHADES, décédé le 23 juin 1986"
000759,M.,Benhabyles,Chérif,ANCIEN,9511,,1952-05-18 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000759,M.,Benhabyles,Chérif,ANCIEN,9512,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Renouvellement 2,1959-08-28 00:00:00.0,,Décédé,
58302X,M.,Benoist,Daniel,ANCIEN,2060,1963-02-24 00:00:00.0,1963-02-24 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Fin de mandat,
58302X,M.,Benoist,Daniel,ANCIEN,2061,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement,1967-04-03 00:00:00.0,,Élu député,
56326X,M.,Bentchicou,Ahmed,ANCIEN,9514,1959-05-31 00:00:00.0,1959-05-31 00:00:00.0,,Election,1962-07-04 00:00:00.0,,Cessation de mandat (1962),
000553,M.,Beranger,Jean,ANCIEN,2063,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Non réélu,
59566B,M.,Berard,Jacques,ANCIEN,2066,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Non réélu,
74011H,M.,Berchet,Georges,ANCIEN,57,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,1973,Fin de mandat,
74011H,M.,Berchet,Georges,ANCIEN,58,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement 1,1992-10-01 00:00:00.0,1973,Fin de mandat,
74011H,M.,Berchet,Georges,ANCIEN,59,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 2,2001-09-30 00:00:00.0,1973,Ne se représente pas,
000285,M.,Bergeal,Aimé,ANCIEN,2068,,1967-04-03 00:00:00.0,,Remplace,1968-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Pierre METAYER, député"
000285,M.,Bergeal,Aimé,ANCIEN,2069,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Election,1973-09-26 00:00:00.0,,Décédé,
89019T,Mme,Bergé-Lavigne,Maryse,ANCIEN,60,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89019T,Mme,Bergé-Lavigne,Maryse,ANCIEN,5035,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
02007Q,M.,Bergelin,Christian,ANCIEN,6765,2002-09-29 00:00:00.0,2002-10-01 00:00:00.0,,Election,2002-12-19 00:00:00.0,,Annulé par CC,
08055A,M.,Bérit-Débat,Claude,ANCIEN,11705,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Fin de mandat,
08055A,M.,Bérit-Débat,Claude,ANCIEN,14262,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Renouvellement,2020-09-30 00:00:00.0,,Ne se représente pas,
92009R,M.,Bernadaux,Jean,ANCIEN,61,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Non réélu,
92010J,M.,Bernard,Jean,ANCIEN,62,,1992-09-27 00:00:00.0,,Election,2001-09-30 00:00:00.0,,Ne se représente pas,
59583C,M.,Bernard,Roland,ANCIEN,2071,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Election,1995-10-01 00:00:00.0,,Ne se représente pas,
89020L,M.,Bernardet,Daniel,ANCIEN,63,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89020L,M.,Bernardet,Daniel,ANCIEN,5118,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2007-11-21 00:00:00.0,2007,Décédé,
07003H,M.,Bernard-Reymond,Pierre,ANCIEN,11225,2007-01-26 00:00:00.0,2007-01-26 00:00:00.0,,Remplace,2008-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Marcel Lesbros, décédé"
07003H,M.,Bernard-Reymond,Pierre,ANCIEN,11661,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Ne se représente pas,
000340,M.,Bernier,Lucien,ANCIEN,2073,,1958-06-08 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000340,M.,Bernier,Lucien,ANCIEN,2074,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement,1968-10-01 00:00:00.0,,Non réélu,
000353,M.,Berrier,Noël,ANCIEN,2077,,1975-12-30 00:00:00.0,,Remplace,1983-10-02 00:00:00.0,,Fin de mandat,"En remplacement de M. Fernand DUSSERT, décédé"
000353,M.,Berrier,Noël,ANCIEN,2078,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement,1986-12-18 00:00:00.0,,Décédé,
11068S,M.,Berson,Michel,ANCIEN,12595,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2017-10-01 00:00:00.0,,Non réélu,
04098U,M.,Bertaud,Claude,ANCIEN,11095,,2004-11-02 00:00:00.0,,Remplace,2005-06-28 00:00:00.0,,Démissionnaire,"En remplacement de M. Jean-Pierre Raffarin, nommé Premier ministre"
000701,M.,Bertaud,Jean,ANCIEN,5338,,1958-06-08 00:00:00.0,,Renouvellement 2,1959-04-27 00:00:00.0,,Fin de mandat,
000701,M.,Bertaud,Jean,ANCIEN,5339,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 3,1968-10-01 00:00:00.0,,Fin de mandat,
000701,M.,Bertaud,Jean,ANCIEN,5340,1968-09-22 00:00:00.0,1968-10-02 00:00:00.0,,Renouvellement 4,1977-10-02 00:00:00.0,,Ne se représente pas,
19575F,Mme,Berthet,Martine,ACTIF,51261,2017-09-24 00:00:00.0,2017-09-25 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
19575F,Mme,Berthet,Martine,ACTIF,51872,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
000711,M.,Berthoin,Jean,ANCIEN,5347,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Election,1965-10-01 00:00:00.0,,Fin de mandat,
000711,M.,Berthoin,Jean,ANCIEN,5348,1965-09-26 00:00:00.0,1965-10-02 00:00:00.0,,Renouvellement,1974-10-01 00:00:00.0,,Ne se représente pas,
08059E,M.,Berthou,Jacques,ANCIEN,11719,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Election,2014-09-30 00:00:00.0,,Non réélu,
11081P,M.,Bertrand,Alain,ANCIEN,12624,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Election,2011-12-22 00:00:00.0,,Annulé par CC,
11081P,M.,Bertrand,Alain,ANCIEN,12888,2012-03-18 00:00:00.0,2012-03-19 00:00:00.0,,Réélection,2017-10-01 00:00:00.0,,Fin de mandat,
11081P,M.,Bertrand,Alain,ANCIEN,51262,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Renouvellement,2020-03-03 00:00:00.0,,Décédé,
14115H,Mme,Bertrand,Anne-Marie,ANCIEN,51063,,2017-09-23 00:00:00.0,,Remplace,2020-09-30 00:00:00.0,,Ne se représente pas,"en remplacement de M. Jean-Claude Gaudin, démissionnaire de son mandat"
000113,M.,Bertrand,Marcel,ANCIEN,2081,,1958-06-08 00:00:00.0,,Renouvellement 1,1959-04-27 00:00:00.0,,Fin de mandat,
000113,M.,Bertrand,Marcel,ANCIEN,2082,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 2,1961-09-19 00:00:00.0,,Décédé,
58911T,M.,Besse,Guy,ANCIEN,2084,,1982-11-19 00:00:00.0,,Remplace,1989-10-01 00:00:00.0,,Non réélu,"En remplacement de M. René TOUZET, décédé"
89010J,M.,Besse,Roger,ANCIEN,64,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89010J,M.,Besse,Roger,ANCIEN,5119,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
89015P,M.,Besson,Jean,ANCIEN,65,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89015P,M.,Besson,Jean,ANCIEN,5178,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Fin de mandat,
89015P,M.,Besson,Jean,ANCIEN,11760,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 2,2014-09-30 00:00:00.0,,Ne se représente pas,
000682,M.,Besson,Roger,ANCIEN,5351,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Election,1970-11-23 00:00:00.0,,Décédé,
01001E,M.,Béteille,Laurent,ANCIEN,5886,,2001-01-17 00:00:00.0,,Remplace,2004-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Xavier Dugoin, déchu de son mandat"
01001E,M.,Béteille,Laurent,ANCIEN,10834,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Renouvellement 1,2011-09-30 00:00:00.0,,Non réélu,
000036,M.,Bethouart,Antoine,ANCIEN,2086,,1955-06-28 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000036,M.,Bethouart,Antoine,ANCIEN,2087,1959-05-05 00:00:00.0,1959-05-05 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,,Fin de mandat,
000036,M.,Bethouart,Antoine,ANCIEN,2088,1962-10-04 00:00:00.0,1962-10-04 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Ne se représente pas,
59522N,M.,Bettencourt,André,ANCIEN,2091,1977-09-25 00:00:00.0,1977-10-03 00:00:00.0,,Election,1986-10-01 00:00:00.0,,Fin de mandat,
59522N,M.,Bettencourt,André,ANCIEN,2092,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Ne se représente pas,
79002D,M.,Bialski,Jacques,ANCIEN,2094,,1979-04-01 00:00:00.0,,Remplace,1983-10-02 00:00:00.0,,Fin de mandat,"En remplacement de M. René DEBESSON, démissionnaire"
79002D,M.,Bialski,Jacques,ANCIEN,2095,1983-09-25 00:00:00.0,1983-10-03 00:00:00.0,,Renouvellement 1,1992-10-01 00:00:00.0,,Fin de mandat,
79002D,M.,Bialski,Jacques,ANCIEN,2096,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 2,1997-07-02 00:00:00.0,,Démissionnaire,
89021M,M.,Biarnès,Pierre,ANCIEN,66,1989-09-24 00:00:00.0,1989-10-02 00:00:00.0,,Election,1998-09-30 00:00:00.0,,Fin de mandat,
89021M,M.,Biarnès,Pierre,ANCIEN,5084,1998-09-27 00:00:00.0,1998-10-01 00:00:00.0,,Renouvellement 1,2008-09-30 00:00:00.0,,Ne se représente pas,
78007E,Mme,Bidard-Reydet,Danielle,ANCIEN,67,,1978-07-24 00:00:00.0,,Remplace,1986-10-01 00:00:00.0,,Fin de mandat,"En remplacement de Mme Marie-Thérèse GOUTMANN, élue député"
78007E,Mme,Bidard-Reydet,Danielle,ANCIEN,68,1986-09-28 00:00:00.0,1986-10-02 00:00:00.0,,Renouvellement 1,1995-10-01 00:00:00.0,,Fin de mandat,
78007E,Mme,Bidard-Reydet,Danielle,ANCIEN,69,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Renouvellement 2,2004-09-30 00:00:00.0,,Ne se représente pas,
14093U,M.,Bignon,Jérôme,ANCIEN,14125,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
14065Q,M.,Bigot,Jacques,ANCIEN,14165,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Ne se représente pas,
19549D,M.,Bigot,Joël,ACTIF,51107,2017-09-24 00:00:00.0,2017-10-02 00:00:00.0,,Election,,,En Cours,
20116W,M.,Bilhac,Christian,ACTIF,51944,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Election,,,En Cours,
95010W,M.,Billard,Claude,ANCIEN,2098,1995-09-24 00:00:00.0,1995-10-02 00:00:00.0,,Election,1997-06-12 00:00:00.0,,Élu député,
01064V,M.,Billard,Joël,ANCIEN,6641,,2001-10-15 00:00:00.0,,Remplace,2008-09-30 00:00:00.0,,Fin de mandat,"En remplacement de M. Martial Taugourdeau, décédé"
01064V,M.,Billard,Joël,ANCIEN,11496,2008-09-21 00:00:00.0,2008-10-01 00:00:00.0,,Renouvellement 1,2014-09-30 00:00:00.0,,Non réélu,
58328J,M.,Billeres,René,ANCIEN,2101,1974-09-22 00:00:00.0,1974-10-02 00:00:00.0,,Election,1983-10-02 00:00:00.0,,Ne se représente pas,
000083,M.,Billiemaz,Auguste,ANCIEN,2103,,1955-06-19 00:00:00.0,,Election,1959-04-27 00:00:00.0,,Fin de mandat,
000083,M.,Billiemaz,Auguste,ANCIEN,2104,1959-04-26 00:00:00.0,1959-04-28 00:00:00.0,,Renouvellement 1,1962-10-01 00:00:00.0,,Fin de mandat,
000083,M.,Billiemaz,Auguste,ANCIEN,2105,1962-09-23 00:00:00.0,1962-10-02 00:00:00.0,,Renouvellement 2,1971-10-01 00:00:00.0,,Fin de mandat,
000083,M.,Billiemaz,Auguste,ANCIEN,2106,1971-09-26 00:00:00.0,1971-10-02 00:00:00.0,,Renouvellement 3,1980-10-01 00:00:00.0,,Ne se représente pas,
14030Q,Mme,Billon,Annick,ACTIF,14083,2014-09-28 00:00:00.0,2014-10-01 00:00:00.0,,Election,2020-09-30 00:00:00.0,,Fin de mandat,
14030Q,Mme,Billon,Annick,ACTIF,51907,2020-09-27 00:00:00.0,2020-10-01 00:00:00.0,,Renouvellement,,,En Cours,
04054G,M.,Billout,Michel,ANCIEN,10861,2004-09-26 00:00:00.0,2004-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Fin de mandat,
04054G,M.,Billout,Michel,ANCIEN,12728,2011-09-25 00:00:00.0,2011-10-01 00:00:00.0,,Renouvellement,2017-10-01 00:00:00.0,,Ne se représente pas,
86005Y,M.,Bimbenet,Jacques,ANCIEN,70,1986-09-10 00:00:00.0,1986-09-10 00:00:00.0,,Remplace,1992-10-01 00:00:00.0,,Fin de mandat,"En remplacement de M. Charles BEAUPETIT, décédé"
86005Y,M.,Bimbenet,Jacques,ANCIEN,71,1992-09-27 00:00:00.0,1992-10-02 00:00:00.0,,Renouvellement 1,2001-09-30 00:00:00.0,1992,Non réélu,
01049W,M.,Biwer,Claude,ANCIEN,6488,2001-09-23 00:00:00.0,2001-10-01 00:00:00.0,,Election,2011-09-30 00:00:00.0,,Non réélu,
